Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo,Division,Video,Link Jugador,Valor de Mercado,Valor negociado,V Region,Nacionalidad,Extranjero,Valoracion
Matías Plaza,22/02/2001,Mediocentro ofensivo,Mediocentro,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/matias-plaza/profil/spieler/699316,475 mil €,,No,Chile,No,Predeterminado
Rodrigo Cisterna,25/03/2002,Mediocentro ofensivo,Mediocentro,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/rodrigo-cisterna/profil/spieler/974842,350 mil €,,No,Chile,No,Predeterminado
Rodrigo Vásquez,09/04/2005,Mediocentro ofensivo,Mediocentro ofensivo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/rodrigo-vasquez/profil/spieler/1103335,Sin valor,,No,Chile,No,Predeterminado
Pablo Aránguiz,17/03/1997,Extremo izquierdo,Mediocentro ofensivo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/pablo-aranguiz/profil/spieler/369850,375 mil €,,No,Chile,No,Predeterminado
Alex Valdés,08/08/2002,Extremo izquierdo,Extremo derecho,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/alex-valdes/profil/spieler/1004286,50 mil €,,No,Chile,No,Predeterminado
Benjamín Araneda,22/06/2005,Extremo izquierdo,Extremo derecho,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/benjamin-araneda/profil/spieler/1107772,Sin valor,,No,Chile,No,Predeterminado
Bayron Oyarzo,14/07/1995,Extremo derecho,Extremo izquierdo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/bayron-oyarzo/profil/spieler/367462,650 mil €,,No,Chile,No,Predeterminado
Maximiliano Torrealba,30/09/2002,Extremo derecho,Extremo izquierdo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/maximiliano-torrealba/profil/spieler/912010,50 mil €,,No,Chile,No,Predeterminado
Giovanny Ávalos,30/03/2005,Extremo derecho,Mediocentro ofensivo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/giovanny-avalos/profil/spieler/1120315,Sin valor,,No,Chile,No,Predeterminado
Lucas Molina,27/02/2006,Extremo derecho,Extremo derecho,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/lucas-molina/profil/spieler/1175374,Sin valor,,No,Chile,No,Predeterminado
Daniel Saavedra,12/02/2004,Extremo derecho,Extremo derecho,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/daniel-saavedra/profil/spieler/1274287,Sin valor,,No,Chile,No,Predeterminado
Andrés Vilches,14/01/1992,Delantero centro,Extremo izquierdo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/andres-vilches/profil/spieler/89790,550 mil €,,No,Chile,No,Predeterminado
Emanuel Herrera,13/04/1987,Delantero centro,Delantero centro,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/emanuel-herrera/profil/spieler/139955,500 mil €,,No,Argentina,Si,Predeterminado
Patricio Rubio,18/04/1989,Delantero centro,Extremo izquierdo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/patricio-rubio/profil/spieler/216800,450 mil €,,No,Chile,No,Predeterminado
Pedro Sánchez,07/02/1998,Delantero centro,Mediocentro ofensivo,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/pedro-sanchez/profil/spieler/525162,375 mil €,,No,Chile,No,Predeterminado
Ismael Sosa,18/01/1987,Delantero centro,Extremo derecho,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/ismael-sosa/profil/spieler/45327,325 mil €,,No,Argentina,Si,Predeterminado
Wladimir Acuña,25/05/1999,Delantero centro,Mediapunta,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/wladimir-acuna/profil/spieler/727791,25 mil €,,No,Chile,No,Predeterminado
Pio Bonacci,26/10/1998,Delantero centro,Delantero centro,CD Ñublense,Primera A Chile,,https://www.transfermarkt.es/pio-bonacci/profil/spieler/849613,Sin valor,,No,Argentina,Si,Predeterminado
Zacarías López,30/06/1998,Portero,Portero,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/zacarias-lopez/profil/spieler/365813,900 mil €,,No,Chile,No,Predeterminado
Fabián Cerda,07/02/1989,Portero,Portero,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/fabian-cerda/profil/spieler/93258,650 mil €,,No,Chile,No,Predeterminado
Gabriel Castellón,08/09/1993,Portero,Portero,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/gabriel-castellon/profil/spieler/189785,450 mil €,,No,Chile,No,Predeterminado
Martín Parra,01/09/2000,Portero,Portero,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/martin-parra/profil/spieler/749049,225 mil €,,No,Chile,No,Predeterminado
Christian Bravo,19/07/2006,Portero,Portero,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/christian-bravo/profil/spieler/1119915,Sin valor,,No,Chile,No,Predeterminado
Sebastián Mella,31/07/2005,Portero,Portero,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/sebastian-mella/profil/spieler/1150503,Sin valor,,No,Chile,No,Predeterminado
Benjamín Gazzolo,14/07/1997,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/benjamin-gazzolo/profil/spieler/439360,475 mil €,,No,Chile,No,Predeterminado
Nicolás Ramírez,01/05/1997,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/nicolas-ramirez/profil/spieler/418464,375 mil €,,No,Chile,No,Predeterminado
Bastián Roco,24/10/2003,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/bastian-roco/profil/spieler/844431,125 mil €,,No,Chile,No,Predeterminado
Imanol González,06/01/1998,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/imanol-gonzalez/profil/spieler/426529,100 mil €,,No,Argentina,Si,Predeterminado
Renzo Malanca,06/05/2003,Defensa central,Lateral derecho,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/renzo-malanca/profil/spieler/746958,100 mil €,,No,Argentina,Si,Predeterminado
Raúl Muñoz,03/05/2004,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/raul-munoz/profil/spieler/1150504,Sin valor,,No,Chile,No,Predeterminado
Dilan Varas,01/04/2005,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/dilan-varas/profil/spieler/1150506,Sin valor,,No,Chile,No,Predeterminado
Leonel Macaya,30/09/2005,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/leonel-macaya/profil/spieler/1317878,Sin valor,,No,Chile,No,Predeterminado
Sebastián Pino,28/01/2003,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/sebastian-pino/profil/spieler/886138,Sin valor,,No,Chile,No,Predeterminado
Benjamín Mellado,15/11/2003,Defensa central,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/benjamin-mellado/profil/spieler/1297917,Sin valor,,No,Chile,No,Predeterminado
Nicolás Baeza,07/05/1997,Lateral izquierdo,Interior izquierdo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/nicolas-baeza/profil/spieler/580093,400 mil €,,No,Chile,No,Predeterminado
Leandro Díaz,16/03/1999,Lateral izquierdo,Interior izquierdo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/leandro-diaz/profil/spieler/658849,300 mil €,,No,Chile,No,Predeterminado
Antonio Castillo,15/11/1998,Lateral izquierdo,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/antonio-castillo/profil/spieler/696695,250 mil €,,No,Chile,No,Predeterminado
Lucas Velásquez,02/02/2006,Lateral izquierdo,Lateral izquierdo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/lucas-velasquez/profil/spieler/1119919,Sin valor,,No,Chile,No,Predeterminado
Joaquín Gutiérrez,04/07/2002,Lateral derecho,Lateral derecho,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/joaquin-gutierrez/profil/spieler/662749,550 mil €,,No,Chile,No,Predeterminado
Guillermo Guaiquil,13/01/2003,Lateral derecho,Defensa central,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/guillermo-guaiquil/profil/spieler/895510,Sin valor,,No,Chile,No,Predeterminado
Maximiliano Gutiérrez,03/05/2004,Lateral derecho,Interior derecho,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/maximiliano-gutierrez/profil/spieler/965323,Sin valor,,No,Chile,No,Predeterminado
Maicol León,09/06/2003,Lateral derecho,Mediocentro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/maicol-leon/profil/spieler/875009,Sin valor,,No,Chile,No,Predeterminado
Claudio Sepúlveda,19/06/1992,Pivote,Mediocentro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/claudio-sepulveda/profil/spieler/180019,450 mil €,,No,Chile,No,Predeterminado
Santiago Silva,20/08/2004,Pivote,Mediocentro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/santiago-silva/profil/spieler/898318,450 mil €,,No,Uruguay,Si,Predeterminado
Benjamín Ampuero,05/03/2006,Pivote,Mediocentro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/benjamin-ampuero/profil/spieler/1119926,Sin valor,,No,Chile,No,Predeterminado
Brandon Carrillo,31/03/2006,Centrocampista,Centrocampista,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/brandon-carrillo/profil/spieler/1317881,Sin valor,,No,Chile,No,Predeterminado
Lucas Delgado,28/03/2007,Centrocampista,Centrocampista,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/lucas-delgado/profil/spieler/1317882,Sin valor,,No,Chile,No,Predeterminado
Gonzalo Montes,22/12/1994,Mediocentro,Mediocentro ofensivo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/gonzalo-montes/profil/spieler/227096,800 mil €,,No,Uruguay,Si,Predeterminado
Jimmy Martínez,26/01/1997,Mediocentro,Mediocentro ofensivo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/jimmy-martinez/profil/spieler/366142,375 mil €,,No,Chile,No,Predeterminado
Carlos Lobos,21/02/1997,Mediocentro,Pivote,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/carlos-lobos/profil/spieler/319470,350 mil €,,No,Chile,No,Predeterminado
Felipe Loyola,09/11/2000,Mediocentro,Lateral derecho,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/felipe-loyola/profil/spieler/843286,75 mil €,,No,Chile,No,Predeterminado
Franco Vega,09/09/2001,Mediocentro,Mediocentro ofensivo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/franco-vega/profil/spieler/929634,25 mil €,,No,Argentina,Si,Predeterminado
Ignacio Morales,14/04/2004,Mediocentro,Pivote,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/ignacio-morales/profil/spieler/895511,Sin valor,,No,Chile,No,Predeterminado
Manuel Santander,27/05/2004,Mediocentro,Mediocentro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/manuel-santander/profil/spieler/986490,Sin valor,,No,Chile,No,Predeterminado
Javier Cárcamo,01/02/2005,Mediocentro,Mediocentro ofensivo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/javier-carcamo/profil/spieler/1209282,Sin valor,,No,Chile,No,Predeterminado
Brayan Palmezano,17/09/2000,Mediocentro ofensivo,Extremo derecho,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/brayan-palmezano/profil/spieler/486832,350 mil €,,No,Venezuela,Si,Predeterminado
Carlo Villanueva,01/07/1999,Mediocentro ofensivo,Mediocentro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/carlo-villanueva/profil/spieler/538282,300 mil €,,No,Chile,No,Predeterminado
Benjamín Martínez,25/02/2004,Mediocentro ofensivo,Mediocentro ofensivo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/benjamin-martinez/profil/spieler/1150507,Sin valor,,No,Chile,No,Predeterminado
Cris Martínez,24/04/1993,Extremo izquierdo,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/cris-martinez/profil/spieler/320331,450 mil €,,No,Paraguay,Si,Predeterminado
Jeisson Vargas,15/09/1997,Extremo izquierdo,Mediocentro ofensivo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/jeisson-vargas/profil/spieler/369564,275 mil €,,No,Chile,No,Predeterminado
Mario Briceño,20/06/1996,Extremo izquierdo,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/mario-briceno/profil/spieler/429960,125 mil €,,No,Chile,No,Predeterminado
Julián Brea,10/10/1999,Extremo derecho,Extremo izquierdo,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/julian-brea/profil/spieler/552473,375 mil €,,No,Argentina,Si,Predeterminado
Claudio Torres,30/03/2003,Extremo derecho,Mediapunta,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/claudio-torres/profil/spieler/894871,150 mil €,,No,Chile,No,Predeterminado
Thiago Vecino,25/02/1999,Delantero centro,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/thiago-vecino/profil/spieler/589527,"1,00 mill. €",,No,Uruguay,Si,Predeterminado
Vicente Conelli,07/01/2003,Delantero centro,Extremo derecho,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/vicente-conelli/profil/spieler/859933,550 mil €,,No,Chile,No,Predeterminado
Maximiliano Rodríguez,31/05/2000,Delantero centro,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/maximiliano-rodriguez/profil/spieler/623947,425 mil €,,No,Chile,No,Predeterminado
Pablo Magnin,25/04/1990,Delantero centro,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/pablo-magnin/profil/spieler/144236,400 mil €,,No,Argentina,Si,Predeterminado
Sebastián Sáez,24/01/1985,Delantero centro,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/sebastian-saez/profil/spieler/234238,325 mil €,,No,Argentina,Si,Predeterminado
Dylan Oyarzún,03/02/2003,Delantero centro,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/dylan-oyarzun/profil/spieler/1128615,Sin valor,,No,Chile,No,Predeterminado
Álvaro Abarzúa,12/12/2006,Delantero centro,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/alvaro-abarzua/profil/spieler/1317880,Sin valor,,No,Chile,No,Predeterminado
Francisco Alvear,07/03/2007,Delantero centro,Delantero centro,CD Huachipato,Primera A Chile,,https://www.transfermarkt.es/francisco-alvear/profil/spieler/1317883,Sin valor,,No,Chile,No,Predeterminado
Leandro Requena,11/09/1987,Portero,Portero,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/leandro-requena/profil/spieler/89296,75 mil €,,No,Argentina,Si,Predeterminado
Alejandro Santander,05/11/2002,Portero,Portero,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/alejandro-santander/profil/spieler/749048,50 mil €,,No,Chile,No,Predeterminado
Jean Cerda,17/08/2003,Portero,Portero,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/jean-cerda/profil/spieler/1238941,Sin valor,,No,Chile,No,Predeterminado
Luis Hidalgo,06/07/2006,Portero,Portero,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/luis-hidalgo/profil/spieler/1238944,Sin valor,,No,Chile,No,Predeterminado
Franco Bechtholdt,15/08/1993,Defensa central,Pivote,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/franco-bechtholdt/profil/spieler/501241,900 mil €,,No,Argentina,Si,Predeterminado
Emanuel Hernández,30/10/1997,Defensa central,Defensa central,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/emanuel-hernandez/profil/spieler/651854,600 mil €,,No,Uruguay,Si,Predeterminado
Sebastián Silva,16/07/1991,Defensa central,Pivote,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/sebastian-silva/profil/spieler/178288,325 mil €,,No,Chile,No,Predeterminado
Francisco Alarcón,25/02/1990,Defensa central,Defensa central,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/francisco-alarcon/profil/spieler/160899,250 mil €,,No,Chile,No,Predeterminado
Cristian Toro,10/11/2000,Defensa central,Defensa central,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/cristian-toro/profil/spieler/739584,100 mil €,,No,Chile,No,Predeterminado
Rodrigo Sandoval,21/01/2001,Defensa central,Lateral derecho,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/rodrigo-sandoval/profil/spieler/844448,Sin valor,,No,Chile,No,Predeterminado
Marcelo Jorquera,13/10/1992,Lateral izquierdo,Lateral izquierdo,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/marcelo-jorquera/profil/spieler/222133,425 mil €,,No,Chile,No,Predeterminado
Guillermo Pacheco,10/04/1989,Lateral derecho,Interior derecho,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/guillermo-pacheco/profil/spieler/138998,500 mil €,,No,Chile,No,Predeterminado
Marcelo Filla,14/02/1998,Lateral derecho,Interior derecho,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/marcelo-filla/profil/spieler/576231,425 mil €,,No,Chile,No,Predeterminado
Pablo Cárdenas,10/02/2000,Lateral derecho,Pivote,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/pablo-cardenas/profil/spieler/661480,375 mil €,,No,Chile,No,Predeterminado
Jens Buss,24/01/1997,Lateral derecho,Lateral izquierdo,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/jens-buss/profil/spieler/665964,300 mil €,,No,Chile,No,Predeterminado
Carlos Navarrete,09/03/2004,Lateral derecho,Lateral izquierdo,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/carlos-navarrete/profil/spieler/1003969,Sin valor,,No,Chile,No,Predeterminado
Diego Céspedes,25/09/1998,Pivote,Defensa central,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/diego-cespedes/profil/spieler/747495,450 mil €,,No,Chile,No,Predeterminado
Emiliano Sosa,18/02/1998,Pivote,Pivote,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/emiliano-sosa/profil/spieler/741102,400 mil €,,No,Uruguay,Si,Predeterminado
Leandro Navarro,16/04/1992,Pivote,Mediocentro,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/leandro-navarro/profil/spieler/208663,325 mil €,,No,Argentina,Si,Predeterminado
Iván Contreras,26/07/2001,Pivote,Defensa central,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/ivan-contreras/profil/spieler/749446,275 mil €,,No,Chile,No,Predeterminado
Alejandro Camargo,12/06/1989,Pivote,Mediocentro,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/alejandro-camargo/profil/spieler/105890,250 mil €,,No,Argentina,Si,Predeterminado
Luis Vásquez,08/01/2002,Pivote,Mediocentro,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/luis-vasquez/profil/spieler/857874,200 mil €,,No,Chile,No,Predeterminado
Oliver Ramis,16/07/2006,Pivote,Pivote,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/oliver-ramis/profil/spieler/1119925,Sin valor,,No,Chile,No,Predeterminado
Ignacio Pacheco,04/04/2004,Pivote,Mediocentro,CD Cobresal,Primera A Chile,,https://www.transfermarkt.es/ignacio-pacheco/profil/spieler/881165,Sin valor,,No,Chile,No,Predeterminado
